scene_id,im_id,obj_id,score,R,t,time
6,0,6,0.9997186064720154,-0.8081291197717964 -0.3553562223396505 0.46973320195761614 -0.07808839753341063 0.855101364732458 0.5125464449231422 -0.5838060704956105 0.37752299436879416 -0.7187815111529325 ,-247.02111374901133 13.056418333302595 572.7278655109812 ,2.759546995162964
5,0,5,0.9990631937980652,-0.1998220912832516 0.6505612543346083 0.732694469880706 -0.18106334379181352 -0.7594137901720256 0.624905401506089 0.9629575262544635 -0.007794206511224068 0.2695404477527352 ,30.65865374201822 -229.78356743341695 670.2816503060055 ,2.759546995162964
1,0,1,0.8628031015396118,-0.9432631835452372 0.33103429944946083 0.025900948942244748 0.14608617227671242 0.3436822020641498 0.9276536930632442 0.2981834952468743 0.8788053462356393 -0.37254230174574215 ,-193.8230162833202 -290.80132037651185 720.5396546071254 ,2.759546995162964
5,1,5,0.9998871088027954,-0.036455383925464824 -0.7570631134081715 0.6523238822085031 0.5268446270702252 -0.5692369495393346 -0.6311925492323152 0.8491794533018815 0.32066296573798325 0.4196063851921686 ,168.74754133145922 -210.62067497716762 642.2417900019387 ,0.03519558906555176
6,1,6,0.9997456669807434,-0.8411891938904662 0.047389199472668134 -0.5386603789543531 -0.24417446757589584 0.855521581668718 0.45657600975421736 0.4824723509859766 0.5155939168302852 -0.7080842770897188 ,13.086922536984554 -60.51470043529984 389.82754831103756 ,0.03519558906555176
1,1,1,0.9994526505470276,-0.6354859315238749 0.7385238138294524 0.22525587060503705 0.7705653306113656 0.6250821547520576 0.1245045022090431 -0.04885388515798719 0.25269522397015154 -0.9663117621594208 ,80.32010415807481 131.73026053859527 501.5337543297679 ,0.03519558906555176
1,1,1,0.9979950785636902,0.6988506333437929 -0.18441959551178677 0.6910840795925257 -0.7136782582497235 -0.24416107489069738 0.6565430017979479 0.04765643688548754 -0.952037174851638 -0.30224837753723566 ,78.14976538231458 154.6870797531076 655.3782459403682 ,0.03519558906555176
6,1,6,0.7594002485275269,0.013266930470409766 0.935894408388351 -0.35203074425866815 -0.05522043555914163 -0.3508386920517025 -0.9348063519553712 -0.9983860435986431 0.03184130190286176 0.04702594433479047 ,-9.652195520122508 40.11012235759487 725.2554499778176 ,0.03519558906555176
5,2,5,0.9998286962509155,0.10897657102305675 0.9618476539370753 -0.25094461058927103 -0.06112762522619519 0.25845467861119714 0.9640874402968792 0.9921630513188154 -0.08972329530131529 0.08696096755447504 ,139.1414872997163 -23.324650563355878 336.26294111254913 ,0.019865751266479492
1,2,1,0.9995641112327576,-0.24563415452283444 -0.1037808322496179 -0.9637911604644591 -0.4960531360710125 0.8676650248162859 0.03299531640501782 0.8328235997652598 0.4861964043142754 -0.2646089720812652 ,102.06462809664055 7.8767354437839305 502.8343161484672 ,0.019865751266479492
6,2,6,0.9772694110870361,-0.268229560853758 -0.11106133512031474 -0.9569317021216789 -0.8540402096929522 0.4870061201688749 0.18286705319897667 0.4457221364390805 0.8663085009160146 -0.22548028368092268 ,79.75280334148276 -106.32552076970589 327.77765075375214 ,0.019865751266479492
5,3,5,0.9999037981033325,-0.8177606644151665 0.39505380315842553 -0.4185689768070842 0.00023487434662272655 0.7274687698097735 0.686140753625301 0.5755583728600486 0.5610006074520052 -0.5949881325448219 ,-91.40292729109187 88.8766379622662 290.7196612815139 ,0.4071366786956787
3,3,3,0.9998364448547363,-0.5669208844065187 0.7167999395833357 0.4059538858504214 -0.8150127986613643 -0.5597309973531265 -0.14985108815168713 0.11981172247280718 -0.4158113240586417 0.9015243168892885 ,118.13333054537365 -57.4732470843044 315.20580367605805 ,0.4071366786956787
1,3,1,0.9963290691375732,-0.5804794397243808 0.7898535833917167 0.19792659462672793 0.7336471279572102 0.4018581404138264 0.5479707351887306 0.3532782355274744 0.46329402304196143 -0.8127442011581434 ,56.11998170221338 -40.28374010214307 197.29761769593867 ,0.4071366786956787
3,3,3,0.9721559286117554,-0.49665229538824307 -0.8676520856403571 0.0227234629739391 0.1043890751670648 -0.08570292465664484 -0.9908369844182555 0.8616492432952949 -0.4897293813824488 0.13313795303898007 ,69.91036426135031 23.41851430498198 408.9384648010496 ,0.4071366786956787
1,4,1,0.9996457695960999,0.9385414782665736 -0.33816062120069096 -0.0691902293850617 0.0 0.20045466447481786 -0.9797029792188489 0.3451664722611318 0.9194918823782247 0.1881350171216256 ,-187.53520316697444 36.32736700808713 508.6309696237153 ,0.01818990707397461
1,4,1,0.9995971322059631,0.7179071736896304 -0.3843669257077117 -0.5804061994732391 -0.6539031076764963 -0.6583288647247324 -0.3728455868603862 -0.23878864239319977 0.6471979390358469 -0.7239577418411693 ,166.88472217061098 41.61449341746635 373.991934360282 ,0.01818990707397461
1,4,1,0.742716372013092,-0.06669491123285391 0.1538318378856278 0.9858435750505106 0.9888784083593686 0.14182809080960468 0.044769254382269946 -0.13293337540393535 0.9778653068342451 -0.16158019493020775 ,278.46829693572084 112.91267592861008 1727.0766557827767 ,0.01818990707397461
1,5,1,0.9998173713684082,-0.9601636617482399 0.2538156502850066 -0.11689036884453122 -0.008200095121114758 0.39253227518415146 0.9197016752071064 0.2793179211905601 0.8840226403261133 -0.374813914219618 ,-245.60626225537223 -33.41872522643622 606.7395560844363 ,0.019625425338745117
1,5,1,0.9997677206993103,-0.4626743068825522 -0.24015600548150046 -0.8533800904532045 0.882394981761436 -0.03190579838072113 -0.46942636929759685 0.08550778861007305 -0.9702098293981865 0.22667444722808255 ,14.094986972540205 -7.591237518406665 295.87764466452717 ,0.019625425338745117
1,5,1,0.9997404217720032,-0.18846705006986722 -0.8125584344450534 -0.5515695438021992 0.8386683223240575 0.15906501455293265 -0.5208970783901806 0.5109947320355787 -0.5607558396998458 0.6514885049441839 ,211.56984312155308 134.59300789416633 491.4846860555424 ,0.019625425338745117
